ID,District,Season,Year,Crop,AvgAirTemp,MinAirTemp,MaxAirTemp,AvgTempSkew,AvgTempKurt,AvgRelHum,AvgRelHumSkew,AvgRelHumKurt,AvgDewPt,AvgDewPtSkew,AvgDewPtKurt,AvgPrec,AvgPrecSkew,AvgPrecKurt,AvgWind,Yield
118,Jalna,Rabi,1999,Other  rabi pulses,25.62897033,11.2,43.2,0.6904702429999999,-0.20171479899999997,49.33507853,0.473290703,-1.138681485,12.53019197,0.174034235,-1.3716998880000002,2.371727749,5.063606858,29.55035182,2.953926702,0.4
119,Hisar,Rabi,2001,Barley,27.22129032,4.8,38.9,-0.724061217,0.44066548200000005,67.52387097,-0.858345015,-0.747913411,19.91935484,-1.2338757679999999,0.308861272,2.879354839,4.09864646,0.308861272,1.7890322580000002,2.71
120,Hisar,Whole year,2000,Potato,29.28193548,2.9,42.1,0.208760312,-0.013868133999999999,52.61677419,0.06279692,-1.436760015,17.33354839,-0.885805953,-0.444589581,2.118064516,3.6492145889999996,-0.444589581,1.9961290319999998,15.81
121,Hisar,Kharif,2001,Groundnut,27.22129032,4.8,38.9,-0.724061217,0.44066548200000005,67.52387097,-0.858345015,-0.747913411,19.91935484,-1.2338757679999999,0.308861272,2.879354839,4.09864646,0.308861272,1.7890322580000002,0.0
122,Banswara,Whole year,2003,Onion,26.98794521,12.6,43.8,0.416612876,-0.075495086,44.39753425,0.58835619,-1.211034977,11.3460274,0.146486226,-1.331139035,,,-1.331139035,2.9501369860000004,0.94
123,Jalna,Kharif,2004,Niger seed,24.07608696,17.7,31.3,0.127828331,0.331505155,82.95869565,-1.5156388159999998,1.7433313209999999,20.96956522,-0.911276084,0.164856008,6.554347826,2.396077114,5.648469099,3.7586956519999997,0.18
124,Gulberga,Kharif,2001,Horse-gram,26.20162602,38.1,16.9,0.5101630229999999,-0.08628928,69.34390244,-0.30621908600000003,-0.871418668,19.86747967,-0.9371528659999999,0.553012552,5.129268293,3.3665497,0.553012552,4.381300813,0.53
125,Hisar,Whole year,2012,Sweet potato,,7.0,51.1,,,,,,,,,,,,,12.5
126,Jalna,Rabi,2005,Wheat,26.02635253,10.7,40.8,0.313561576,-0.55859947,47.81431065,0.537551004,-0.842484627,12.78481675,0.005885517,-0.911395905,2.40122164,5.331403431,32.68102654,2.9083769630000003,1.43
127,Coimbatore,Kharif,1999,Rice,25.70394737,20.0,36.9,1.181141424,1.730646729,66.79210526,-1.093754072,1.5528796280000001,18.85,-2.437714851,8.002811312999999,6.980263158,2.197077789,4.908669529,4.723684211,3.58
128,Rewari,Kharif,2004,Rice,28.02763158,13.5,43.2,-0.381449472,0.033978582,64.22302632,-0.5526445720000001,-0.762747159,19.89802632,-0.9561738879999999,0.22414800000000001,2.555921053,3.79532033,14.57389039,2.127631579,6.315789474
129,Jaipur,Kharif,2004,Castor seed,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.10331161400000001,22.35284553,-1.759880923,3.4397625389999997,,,3.4397625389999997,3.0504065039999997,1.0
130,Rewari,Whole year,2006,Sweet potato,24.66593407,-0.3,44.2,-0.57921658,-0.686564066,48.38901099,0.304490978,-0.7720546620000001,12.01648352,-0.20391017600000003,-0.900006272,1.228021978,6.660941089,52.30198786,2.29478022,0.0
131,Tonk,Kharif,2009,Castor seed,29.34715447,18.7,43.3,0.803384186,-0.500556641,63.25365854,-0.537152165,-0.930829619,20.53739837,-1.285970147,1.291102494,,,1.291102494,3.1121951219999997,0.13
132,Dharwad,Whole year,2011,Tobacco,24.44697802,14.6,42.0,0.646294456,-0.346364209,71.68956044,-0.860087725,-0.35774247200000003,18.43928571,-1.109556625,0.473165444,3.3412,13.94982216,3.633095902,3.6508241760000004,1.0
133,Ahmedabad,Rabi,2000,Jowar,24.73046358,13.0,37.4,0.137448597,-0.5342846529999999,34.23245033,2.004793452,2.9459745219999998,6.7543046360000005,1.325533498,1.1922724009999999,0.68807947,6.676768994,1.1922724009999999,2.07615894,0.333333333
134,Bhagalpur,Rabi,2007,Safflower,13.21205479,-8.5,34.5,-0.19114384399999998,-1.005102673,55.04054795,0.076089278,-1.16499029,3.346027397,0.037027238999999997,-1.079730764,,,-1.079730764,2.7002739730000003,0.67
135,Banswara,Whole year,2011,Dry chillies,26.08438356,10.9,40.2,-0.19334735100000003,-0.24264677399999998,54.78356164,-0.054892332,-1.419338917,14.78246575,-0.360213635,-0.9905421440000001,,,-0.9905421440000001,2.9156164380000003,0.44
136,Dharwad,Whole year,2001,Coriander,25.7467033,14.1,40.5,0.781372883,-0.548635765,57.99313187,0.020537711,-1.567616584,15.81510989,-0.480577594,-1.10867425,2.360989011,54.00949648,6.448552858999999,3.4131868130000003,0.1
137,Banglore,Whole year,2005,Sugarcane,27.14697802,22.9,30.8,-0.333331731,-0.493111295,73.14697802,-0.666041431,0.13003107,21.92005495,-0.8832458759999999,0.402674123,2.8964285710000004,3.815555585,15.08080406,5.796428571,88.35
138,Jalna,Rabi,2008,Wheat,26.4417103,10.2,47.5,0.595675349,-0.283261794,46.86596859,0.28742515399999996,-1.180703756,12.45113438,-0.290005521,-0.874772311,1.8581151830000002,5.318550538,32.8969858,3.646247818,1.66
139,Tonk,Kharif,1998,Rice,29.69756098,19.6,42.1,0.298461829,-1.048559233,58.22276423,0.036185033,-1.38191977,19.52601626,-1.020816703,1.238418266,,,1.238418266,3.490243902,0.36
140,Coimbatore,Whole year,2003,Tapioca,25.07472527,15.5,36.4,0.49755044,0.43029766700000005,70.37554945,-0.6385139879999999,-0.636348667,19.0793956,-0.892071046,-0.118512903,3.9560439560000003,3.8832191660000004,18.65577958,3.4722527469999998,30.99
141,Jalna,Rabi,2004,Linseed,25.97766143,10.7,40.7,0.507289519,-0.36138619,51.67801047,0.382611762,-1.1822001420000001,13.81675393,-0.073740033,-0.9651405470000001,1.6938917980000001,5.373591918,33.13316403,2.802792321,0.22
142,Dharwad,Kharif,2011,Sesamum,25.74555556,20.7,41.5,0.5380284989999999,-0.982832787,77.01444444,-1.0349271420000001,-0.239948528,21.25222222,-0.9105210579999999,1.3030330540000001,,,,4.69,0.5
143,Gulberga,Kharif,2008,Other kharif pulses,26.12520325,39.2,19.4,0.584920732,0.078624258,72.60406504,-0.38430743700000003,-0.375273709,20.76178862,-0.7606581029999999,1.972658864,5.2292682930000005,2.5477957019999997,1.972658864,5.791056911,0.38
144,Ahmedabad,Kharif,1999,Urad,28.550326799999997,15.5,37.4,-0.20140713300000002,-0.970848653,64.84705882,-0.623372452,-0.104943841,20.73071895,-2.240981913,4.865782858999999,3.1732026139999996,4.312237951,4.865782858999999,3.4758169939999997,0.214285714
145,Gulberga,Kharif,2007,Rapeseed & mustard,26.40731707,36.0,15.1,0.37700938700000003,-0.285488936,72.14796748,-0.241649275,-0.8077102970000001,20.88292683,-0.48851375399999997,-0.305563504,8.008130081000001,2.347137405,-0.305563504,4.139837398,0.38
146,Coimbatore,Rabi,1999,Gram,25.01912568,14.6,37.4,0.746353473,0.564763951,63.78342441,-0.39962636100000004,-0.6979679529999999,17.28014572,-0.888404492,0.010658155,3.9138433519999998,3.181700277,11.37918274,3.459016393,0.74
147,Jalna,Kharif,2003,Bajra,24.22173913,17.0,29.9,0.06031932,-0.178136,85.49891304,-1.9284399209999998,4.796943531,21.62717391,-1.3897688869999998,2.260434144,6.247826087000001,4.602014124,27.89600585,3.513043478,1.01
148,Tonk,Kharif,2003,Urad,28.13170732,19.3,41.0,1.063314712,0.47607475,69.61869919,-0.852684524,-0.66688648,21.36666667,-1.6746453999999997,3.143399173,,,3.143399173,2.9569105689999997,0.63
149,Ahmedabad,Whole year,2009,Guar seed,28.18986301,13.0,41.9,0.21220773199999998,-0.203491554,47.88027397,0.51919111,-1.26612515,14.35945205,-0.082426908,-1.318782885,3.020273973,6.29049285,-1.318782885,2.738082192,0.5
150,Coimbatore,Kharif,2003,Bajra,25.13947368,18.5,36.1,0.99693563,0.895685005,75.64539474,-0.936873815,0.315998848,20.45,-1.0494766340000001,1.188922236,7.470394737,2.675233227,8.160320665,4.253947368,1.15
151,Banglore,Rabi,1999,Horse-gram,25.62897033,11.2,43.2,0.6904702429999999,-0.20171479899999997,49.33507853,0.473290703,-1.138681485,12.53019197,0.174034235,-1.3716998880000002,2.371727749,5.063606858,29.55035182,2.953926702,0.59
152,Banswara,Kharif,2001,Arhar/tur,29.32439024,21.9,41.8,0.6149757060000001,0.29887812199999997,61.03821138,-0.374288189,-0.726516583,20.24552846,-1.1991668709999999,1.0723300709999999,,,1.0723300709999999,4.045528455,0.4
153,Indore,Whole year,2009,Dry chillies,26.53104396,10.3,48.2,0.44062943200000004,-0.488857055,48.56895604,-1.406541175,0.157318891,12.31318681,0.021894987,-1.38824537,2.2156,26.99031874,4.715515438,3.6956043960000002,1.23
154,Coimbatore,Whole year,2004,Coriander,24.70082418,15.4,37.6,0.671098513,0.851033594,70.30686813,-0.647088266,-0.37126156899999996,18.64752747,-0.9334457,0.166593031,4.3684065930000004,3.4368599669999997,13.57544588,3.6016483519999998,0.73
155,Jalna,Rabi,2012,Wheat,26.65205047,10.3,46.5,0.350765801,-0.9638873570000001,45.72807571,0.06615834,-1.382333966,11.82460568,-0.502140781,-0.7398594470000001,,,,4.129337539,0.45
156,Banglore,Whole year,2006,Turmeric,27.53956044,23.7,31.2,-0.244415225,0.083031256,71.87747253,-0.634148136,-0.177026333,22.01071429,-0.7912916879999999,-0.069284439,2.83021978,4.786319359,24.60194386,5.61510989,5.04
157,Gulberga,Whole year,2006,Turmeric,26.94547945,13.3,41.6,0.596871652,-0.209309887,54.55315068,-0.065856169,-0.968581832,15.95863014,-0.887963163,0.296188552,2.8619178080000003,7.852330161,0.296188552,3.338356164,2.1
158,Ahmedabad,Whole year,2006,Guar seed,26.7,22.2,31.4,,,38.3,,,11.3,,,1.4,,,4.3,0.4
159,Ahmedabad,Kharif,2012,Other kharif pulses,,12.2,47.2,,,,,,,,,,,,,0.35714285700000004
160,Gulberga,Whole year,2004,Dry chillies,25.86356164,14.7,41.2,0.954210826,0.35636492,59.02438356,-0.148591988,-1.298788408,16.28493151,-0.647814405,-0.808818299,2.14109589,3.7367090110000003,-0.808818299,3.1098630139999996,1.4
161,Gulberga,Kharif,2007,Urad,26.40731707,36.0,15.1,0.37700938700000003,-0.285488936,72.14796748,-0.241649275,-0.8077102970000001,20.88292683,-0.48851375399999997,-0.305563504,8.008130081000001,2.347137405,-0.305563504,4.139837398,0.45
162,Bhagalpur,Whole year,2008,Dry chillies,12.91506849,-6.6,35.2,-0.006779146999999999,-1.040418972,59.06712329,-0.052319761,-1.155222857,4.210958904,0.534756055,-0.9436707209999999,,,-0.9436707209999999,2.614794521,1.38
163,Coimbatore,Whole year,1997,Dry chillies,25.66126374,14.4,37.7,0.347260931,0.17198915399999998,66.48214286,-0.547104348,-0.6831929090000001,18.58736264,-1.294170794,1.307984407,5.085714286,2.195893884,4.533216811,3.428571429,0.61
164,Gulberga,Kharif,2004,Urad,25.16829268,35.3,19.6,0.778093617,0.008942609,75.16422764,-0.6882855290000001,-0.516241689,20.32601626,-0.890245175,0.319471053,4.516260163,2.447044111,0.319471053,4.150406503999999,0.15
165,Tonk,Rabi,2004,Safflower,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.10331161400000001,22.35284553,-1.759880923,3.4397625389999997,,,3.4397625389999997,3.0504065039999997,0.88
166,Hisar,Rabi,2003,Wheat,27.53290323,8.1,44.0,0.393724905,0.137722548,66.95354839,-0.629618856,-1.183308175,20.00903226,-1.063724557,-0.270642905,3.3870967739999998,3.391409264,-0.270642905,1.850322581,4.14
167,Coimbatore,Rabi,2005,Gram,24.65591985,12.8,37.8,0.30101844699999997,-0.04975418,67.95282332,-0.428014503,-0.566608632,18.01639344,-1.169209817,1.520282736,4.277777778,3.206294345,11.57375107,3.2979963569999997,0.74
168,Banswara,Rabi,2004,Masoor,25.23516484,12.1,37.9,-0.369570105,-0.64345249,34.48351648,1.8466843309999998,3.729294807,7.52967033,0.013587188,-0.93994179,,,-0.93994179,2.623076923,1.0
169,Hisar,Kharif,2009,Moth,31.50387097,11.0,49.3,0.473135484,-0.64255982,47.78580645,0.016270935,-1.3213493840000001,17.15870968,-1.067089493,0.18996661899999998,,,0.18996661899999998,2.896774194,0.19
170,Coimbatore,Kharif,2005,Bajra,25.59671053,17.9,34.5,0.51478421,0.058265766,70.06907895,-0.263701994,-0.39604311299999995,19.57236842,-0.944559047,1.440911855,8.505263158,1.670537711,1.968323251,4.740131579,1.81
171,Dharwad,Kharif,2009,Groundnut,25.55888889,20.8,39.0,0.7929009890000001,-0.8543543379999999,75.22444444,-1.016870124,-0.48474276200000005,20.66777778,-1.269641209,0.851146972,3.4288888889999996,6.079130066,2.5791762719999998,5.23,0.94
172,Gulberga,Kharif,2001,Jowar,26.20162602,38.1,16.9,0.5101630229999999,-0.08628928,69.34390244,-0.30621908600000003,-0.871418668,19.86747967,-0.9371528659999999,0.553012552,5.129268293,3.3665497,0.553012552,4.381300813,0.92
173,Jaipur,Kharif,2012,Sesamum,29.48617886,20.7,42.7,0.775125139,-0.10867706,64.85691057,-0.44277924799999996,-1.208186589,21.39756098,-0.622049159,-0.553231965,4.86504065,2.6888096580000003,-0.553231965,2.979674797,0.19
174,Jalna,Rabi,2004,Wheat,25.97766143,10.7,40.7,0.507289519,-0.36138619,51.67801047,0.382611762,-1.1822001420000001,13.81675393,-0.073740033,-0.9651405470000001,1.6938917980000001,5.373591918,33.13316403,2.802792321,1.41
175,Dharwad,Kharif,2011,Ragi,25.74555556,20.7,41.5,0.5380284989999999,-0.982832787,77.01444444,-1.0349271420000001,-0.239948528,21.25222222,-0.9105210579999999,1.3030330540000001,,,,4.69,1.12
176,Banglore,Rabi,2006,Groundnut,26.35759162,11.5,41.9,0.36803911,-0.333823772,47.7052356,0.522441673,-0.791648233,13.22443281,-0.052693752999999996,-1.040600236,2.64904014,8.128598947,81.7589545,2.956893543,0.74
177,Jalna,Kharif,2012,Other kharif pulses,25.79090909,21.1,37.1,0.723878488,-0.008395322,74.68863636,-1.204520564,0.8903579859999999,20.98181818,-0.8878826790000001,0.189557208,,,,7.052272727,0.2
178,Banglore,Rabi,1999,Other  rabi pulses,25.62897033,11.2,43.2,0.6904702429999999,-0.20171479899999997,49.33507853,0.473290703,-1.138681485,12.53019197,0.174034235,-1.3716998880000002,2.371727749,5.063606858,29.55035182,2.953926702,0.12
179,Rewari,Whole year,2006,Sannhamp,24.66593407,-0.3,44.2,-0.57921658,-0.686564066,48.38901099,0.304490978,-0.7720546620000001,12.01648352,-0.20391017600000003,-0.900006272,1.228021978,6.660941089,52.30198786,2.29478022,0.0
180,Banswara,Kharif,2001,Urad,29.32439024,21.9,41.8,0.6149757060000001,0.29887812199999997,61.03821138,-0.374288189,-0.726516583,20.24552846,-1.1991668709999999,1.0723300709999999,,,1.0723300709999999,4.045528455,0.23
181,Gulberga,Rabi,1997,Rice,25.24916667,12.1,35.1,0.33586399,-1.122013566,54.5975,0.319386342,-1.031206149,14.83666667,-1.077353473,1.3745418980000002,1.561666667,3.436991211,1.3745418980000002,2.468333333,2.15
182,Banglore,Kharif,2001,Sunflower,24.92777778,14.8,32.9,0.208158066,0.007247946,77.075,-0.610555534,0.176430773,20.56851852,-1.86735232,5.2137818010000005,5.774074074,2.581049291,7.379202472,3.6074074069999997,0.65
183,Gulberga,Kharif,2000,Ginger,26.01300813,36.2,13.9,0.636473445,-0.634396562,71.80569106,-0.490514361,-1.094559345,20.24796748,-0.5648642629999999,-0.41318236799999997,5.829268292999999,4.3645677780000005,-0.41318236799999997,4.126829268,13.0
184,Indore,Whole year,2000,Sanhump,25.84038462,6.9,42.7,-0.21852131,-0.509273773,45.04972527,-0.786017748,0.729436565,11.44587912,0.130579785,-1.5030853919999998,1.6472527469999998,69.39072891,7.590236281,2.859340659,0.75
185,Coimbatore,Kharif,2000,Rice,25.42236842,17.4,35.6,0.5704388429999999,-0.131384399,70.93881579,-1.0011867509999999,1.305663756,19.63486842,-3.254989212,15.85942836,6.490131579,1.9470854180000001,3.4817911039999996,4.5197368419999995,3.87
186,Hisar,Kharif,2005,Moth,30.13806452,11.3,45.0,-0.157121809,-0.750193584,48.23354839,0.319082001,-1.062393986,16.68193548,-0.671936138,-0.412657216,2.568387097,3.796404514,-0.412657216,2.23483871,0.13
187,Gulberga,Rabi,2010,Horse-gram,23.21652893,10.7,32.7,-0.683266802,0.363923415,71.28677686,-0.8768463320000001,-0.000633109,17.52727273,-1.010162492,0.313530966,,,0.313530966,2.7603305789999997,0.61
188,Dharwad,Rabi,2003,Moong,24.14,19.1,31.7,0.779454056,1.4305609380000002,81.13111111,-2.385173092,6.485106008,20.65888889,-2.235011971,5.68726366,3.077777778,5.245318615,2.320304781,3.422222222,0.29
189,Banglore,Whole year,2003,Banana,27.6010989,23.8,30.8,-0.736038141,0.219268095,72.22307692,-0.767598475,0.12063878,22.18489011,-0.80926264,-0.100539339,1.8475274730000002,5.676331306,37.1081145,5.9016483520000005,11.45
190,Tonk,Kharif,2012,Bajra,29.48617886,20.7,42.7,0.775125139,-0.10867706,64.85691057,-0.44277924799999996,-1.208186589,21.39756098,-0.622049159,-0.553231965,4.86504065,2.6888096580000003,-0.553231965,2.979674797,0.54
191,Jalna,Kharif,2000,Niger seed,25.4826087,16.6,35.0,0.686813103,0.24114951399999998,73.58478261,-0.365366486,-1.1346972359999998,20.26086957,-0.23522155600000003,-0.886378963,7.744565217000001,3.055690564,11.22299383,4.109782609,0.22
192,Banswara,Rabi,2004,Rapeseed & mustard,25.23516484,12.1,37.9,-0.369570105,-0.64345249,34.48351648,1.8466843309999998,3.729294807,7.52967033,0.013587188,-0.93994179,,,-0.93994179,2.623076923,0.82
193,Banglore,Kharif,2006,Groundnut,25.58333333,18.9,33.9,0.204149577,-0.572669181,73.22314815,-0.35142465700000003,-0.062270647,20.41388889,-2.02788537,10.90966149,10.61203704,3.99566528,18.32611812,4.37962963,0.52
194,Bhagalpur,Whole year,2000,Banana,12.72794521,-7.3,34.9,-0.194471019,-1.190278044,55.85534247,-0.048152165999999996,-0.94320761,3.284657534,0.39705339799999995,-0.889444149,,,-0.889444149,2.633424658,9.34
195,Gulberga,Rabi,2003,Groundnut,24.89504132,13.3,34.3,-0.298745268,-0.272592198,50.86859504,0.85181046,0.043102392,13.54049587,-0.222553241,-0.24025585100000002,0.319834711,8.476361215,-0.24025585100000002,2.5206611569999997,0.92
196,Jaipur,Kharif,2011,Moth,26.56504065,15.7,36.0,-0.20262660899999999,0.193890867,79.59430894,-1.28792252,1.244558955,22.68780488,-1.3509225980000001,1.779327418,5.008943089,2.188967388,1.779327418,3.019512195,0.34
197,Dharwad,Whole year,2001,Potato,25.68516484,15.0,43.0,1.164602305,0.5810656,58.67032967,-0.036834466,-1.576517142,15.88296703,-0.623429468,-0.8131417209999999,3.4156593410000005,24.92515199,4.463908088999999,3.308791209,0.93
198,Ahmedabad,Kharif,2000,Bajra,29.10457516,15.9,40.3,0.113901998,-0.890396099,61.87647059,-0.44080854,-0.815690695,20.02026144,-1.5603170990000002,1.890900355,3.007189543,5.773716029,1.890900355,3.292810458,0.782369146
199,Banswara,Kharif,2009,Castor seed,28.36097561,17.5,41.3,0.927240339,0.376770722,66.0097561,-0.610056695,-0.332277722,20.79105691,-1.5872329019999998,2.7525390069999998,,,2.7525390069999998,3.781300813,0.4
200,Jalna,Kharif,2011,Moong,25.03586957,20.5,35.8,0.8600197470000001,0.89903342,80.50869565,-1.07590961,1.188269778,21.45978261,-0.640254432,0.519071736,,,,5.9663043479999995,0.49
201,Gulberga,Rabi,2009,Rapeseed & mustard,23.37438017,12.4,36.8,-0.16264044,0.168187668,63.28347107,0.20371662199999999,-0.33570878200000004,15.78760331,-0.229797385,-0.038660452000000005,,,-0.038660452000000005,2.862809917,0.28
202,Bhagalpur,Whole year,2005,Sweet potato,12.69068493,-7.0,33.2,-0.117373917,-1.091570786,61.45890411,-0.241992403,-1.0495040740000001,4.693972603,0.320683586,-0.959108895,,,-0.959108895,2.70109589,14.94
203,Ahmedabad,Kharif,2003,Rice,27.93856209,15.7,40.8,0.9251906120000001,0.46843171100000003,70.41895425,-1.107739958,-0.32848889800000003,20.9875817,-1.582831682,1.160948694,5.512418301,4.31008321,1.160948694,3.087581699,2.375
204,Bhagalpur,Rabi,1999,Rapeseed & mustard,13.69808219,-4.3,32.5,-0.209257263,-1.233508364,53.76109589,0.196755017,-1.000210007,3.394794521,0.371233285,-0.7996837,,,-0.7996837,2.503561644,0.98
205,Dharwad,Rabi,1999,Wheat,24.25888889,18.4,32.5,0.731190972,0.379284694,74.94333333,-1.830465021,3.558474848,19.42111111,-2.798422198,8.699833819,4.173333333,9.874836536,3.0603658260000004,3.797777778,0.55
206,Jaipur,Kharif,2007,Arhar/tur,29.46097561,16.6,44.4,0.727876871,-0.35263064899999996,62.16178862,-0.34239442200000003,-1.131818954,20.35528455,-1.0854519440000001,0.779194009,,,0.779194009,3.25203252,1.61
207,Banswara,Kharif,2001,Bajra,29.32439024,21.9,41.8,0.6149757060000001,0.29887812199999997,61.03821138,-0.374288189,-0.726516583,20.24552846,-1.1991668709999999,1.0723300709999999,,,1.0723300709999999,4.045528455,0.75
208,Banswara,Kharif,2000,Cotton,27.9097561,21.2,41.0,0.808955784,0.016010208999999997,65.8203252,-0.49904586799999995,-0.926846147,20.23821138,-0.9099754879999999,0.445397029,,,0.445397029,4.0560975610000005,0.82
209,Banglore,Whole year,2002,Turmeric,27.51456044,23.6,30.6,-0.66469082,0.535821996,73.68406593,-0.8773184140000001,0.43176217299999997,22.40686813,-1.26218864,1.5767542890000001,2.460989011,4.495101426000001,21.74861894,5.66978022,5.38
210,Ahmedabad,Kharif,2001,Moth,27.34379085,15.2,38.5,0.575598091,-0.12993981599999999,74.17581699,-1.146982825,0.438947543,21.88300654,-2.035104511,3.392783015,3.233986928,3.918032684,3.392783015,2.776470588,0.375
